AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,TOTAL_DELAY
OO,ORD,MKE,-18.999995893652553
MQ,ABQ,ORD,109.99999812476867
MQ,CHS,DFW,-1.0000067364082952
F9,DEN,MDW,-8.99999929278924
OO,SBP,PHX,-17.0000125119999
WN,SJU,FLL,5.999990562267602
WN,BWI,MSY,-5.0000026524931585
UA,DEN,EWR,99.00000101941902
OO,SLC,SEA,-16.000003559161193
OO,GEG,SLC,16.00000621567522
OO,SFO,EUG,-7.000006106211352
OO,LAX,MRY,-11.99996753910306
WN,DAL,SAT,57.000006217350546
US,CLT,FLL,91.99999764166952
DL,BOS,ATL,-9.000001116399588
UA,ORD,LGA,125.00000241362841
OO,CLD,LAX,11.000019058065725
EV,BRO,IAH,-17.000012069933838
MQ,LRD,DFW,88.00000024569297
UA,IAH,ORD,138.0000013424582
UA,LAX,DEN,72.00000104380717
DL,IND,ATL,33.99999463008537
WN,PHX,AUS,21.000001532270463
F9,LAS,IAD,72.00000711934126
US,PHL,MCO,-19.99999703610252
HA,HNL,LIH,-14.000001240125094
MQ,PIA,ORD,62.00001938393821
B6,JFK,SFO,-17.00000140787313
DL,RIC,ATL,-17.999990059096994
WN,JAX,ATL,-4.999997834767491
OO,MFR,DEN,-13.99998407176438
US,DFW,PHX,-15.999999957714529
WN,IND,DEN,-10.000003267183281
AS,SEA,SMF,-20.00000044846795
DL,ATL,SRQ,-3.9999952996589485
WN,TPA,MDW,-28.000000419510407
OO,FAT,LAX,348.0000111347028
AA,LAX,KOA,-7.0000110697089255
DL,ATL,DAB,-8.99999526459463
AS,SEA,KTN,-24.99996800771914
AA,DCA,MIA,63.99999815786919
OO,SLC,SFO,-3.0000035586410405
B6,LGA,PBI,12.000012245357052
WN,HOU,ABQ,72.99999659431751
HA,HNL,OGG,71.0000063026365
MQ,SAV,DFW,88.99999033170025
NK,PHX,MSP,28.000001233918844
EV,MSP,GRR,11.999994272426065
OO,COS,IAH,396.0000107404758
NK,DTW,DFW,19.00000007292725
F9,MSY,DEN,153.00000449878124
EV,DEN,GUC,91.00000125694142
AA,MIA,ORD,47.99999938540424
AA,DFW,SFO,16.000000821428408
US,CLT,IAH,-0.9999999692307284
MQ,CLL,DFW,143.9999814393057
DL,LAX,OGG,21.9999989289226
UA,IAH,PDX,127.0000006212284
DL,ATL,TPA,92.00000120030592
AS,SEA,LAX,3.258159466668076e-07
UA,SEA,EWR,-37.000003865164096
WN,MCI,DAL,-13.99999950167625
US,PHX,LAX,-8.999999503650962
US,CLT,DEN,-18.99999914422557
WN,BOS,ATL,1.9999963807108614
MQ,SJT,DFW,19.999993067551774
AA,PHL,DFW,-18.999998001920567
EV,IAH,TUL,3.1689241524190948e-06
UA,ORD,LAX,-7.999997157170711
WN,PHX,TPA,57.99999943859012
WN,SAN,SJC,1.0000028318674552
AA,BHM,DFW,29.00000004273673
WN,DTW,ATL,41.99999880329366
DL,FLL,CVG,-49.00000597674896
EV,JAN,ORD,-20.999996746916366
WN,ATL,CAK,-5.999996896131755
UA,IAH,LGA,-25.999998357962966
US,PHX,ORD,13.000000032646415
WN,LAS,MCI,-20.99999700731688
EV,DIK,DEN,6.999937128757779
WN,ATL,DCA,28.999996756346704
B6,HOU,JFK,128.00000019132074
WN,PDX,SJC,58.99999479913865
UA,LAS,DEN,-6.0000002709200615
UA,DEN,CLE,484.99999603093926
EV,SDF,IAH,-10.999995860890301
WN,MDW,BOS,-21.000000741778273
EV,ATL,SHV,60.0000012558747
EV,DIK,DEN,459.99993614143136
AA,DCA,DFW,-15.99999783540757
UA,IAH,PHX,-0.9999991901975775
B6,JFK,SJU,-5.999994717181721
DL,SEA,ATL,55.999995817165996
F9,ORD,LAS,-18.999993959147652
WN,GEG,OAK,-20.999998647469646
OO,DEN,LIT,428.000004154055
UA,SEA,ORD,51.99999398395481
WN,BWI,MSY,-15.000002553080911
UA,SEA,ORD,-30.000007054417843
WN,LAS,LAX,21.00000097103356
OO,ABQ,SFO,-12.999998495572214
UA,EWR,MCO,10.999995116028433
WN,DAL,MDW,12.000000586895872
EV,ATL,MYR,-3.0000247466636267
DL,CVG,SLC,-3.999989218720991
AS,SEA,SFO,-24.00000295381446
UA,EWR,SAN,-18.000000413107863
B6,LGB,SLC,3.618576513986227e-07
UA,LAX,DEN,164.00000156950824
US,PHL,IAH,29.00000251036488
US,TPA,DCA,-16.99999946123709
UA,LGA,ORD,-21.999994722222155
AA,DFW,OMA,-21.99999776840231
EV,ATL,MOB,-27.000012835805343
EV,ORD,LNK,111.99999494485357
NK,LBE,FLL,5.999963030751193
DL,ATL,MDW,-14.000001007300398
WN,BWI,OKC,70.00000124263221
WN,SAN,SMF,5.000002161124911
WN,ABQ,SEA,-15.000000114491094
US,RIC,CLT,-11.999989356553542
VX,SFO,EWR,304.0000020759227
DL,ATL,CRW,33.0000119550981
WN,ATL,MDW,15.999997824217967
MQ,DFW,FSM,26.999999418698053
EV,ORD,ORF,110.99999883385533
B6,DCA,RSW,27.999998880978694
US,ORD,CLT,37.999998972894815
OO,SBA,PDX,-18.000011858508294
B6,PIT,FLL,-5.00000013031098
WN,ATL,FLL,11.999993717974665
AA,MIA,MCO,-3.000002693885044
EV,DFW,MLU,76.99999122881162
OO,SEA,PSP,3.999994640860187
NK,ORD,MSY,40.00000136394265
B6,BOS,LAS,157.00000192577753
WN,LAS,FLL,14.99999740058129
EV,TYS,ATL,13.000004467805645
AA,DFW,ONT,90.00000824166929
AA,ORD,DCA,6.999999641610586
WN,OAK,LAS,6.999993211888363
US,IND,PHX,-1.000003392927539
DL,SLC,DCA,-27.000000118193135
OO,BOI,SFO,6.999998645786189
UA,DCA,DEN,23.000002220842436
OO,COS,DEN,166.00000974493105
MQ,DFW,LAW,62.99999639963626
NK,MSP,LAS,203.00000056022972
AA,LAX,PBI,4.000009399340229
UA,IAD,IAH,6.000003760919466
UA,PHX,IAD,-13.999997739368233
DL,PIT,DTW,781.0000030929303
US,PHL,MCO,-11.999996751345002
WN,ROC,BWI,7.714955067683604e-06
US,BWI,CLT,43.99999877252833
AS,KTN,SEA,12.999957967559638
AA,JFK,LAX,-23.999999873488747
AA,MEM,DFW,15.000000531275735
WN,HOU,OKC,39.00000248505979
UA,EWR,DEN,-3.888859957612567e-06
EV,IAH,PIT,105.9999934941003
OO,RHI,MSP,46.99998060798914
OO,DEN,ASE,37.00001088438451
WN,HOU,BWI,38.00000094957194
WN,ALB,BWI,-14.00000041803311
EV,ORD,JAN,61.99999448865326
EV,IAH,HRL,30.99999003975779
WN,DEN,MCI,-13.999999590985368
HA,HNL,OGG,13.00000628190233
EV,BQK,ATL,-17.999957972255835
EV,IAH,LIT,20.000007728608438
NK,IAH,DEN,51.00000380806392
OO,IDA,SLC,-28.000018800993423
US,PHX,BOI,-11.999995879583587
DL,ATL,CVG,-2.0000058750402587
AS,SEA,DFW,9.000000567950888
VX,JFK,SFO,42.99999825905323
OO,BOI,ORD,2.9999986061301342
WN,ATL,DTW,176.99999742582384
DL,OGG,LAX,1.999998866434268
NK,ORD,LAX,22.000004047031506
OO,ORD,EAU,232.9999375146678
EV,RIC,IAH,293.0000073708938
EV,SBN,ORD,-28.000000272242836
OO,SLC,DEN,-1.0000016003171837
AA,LAS,DFW,115.00000119327927
OO,MSP,FSD,1.9999985496554231
EV,TYS,IAD,-36.99999505617091
OO,SAT,DEN,-6.000002913728224
WN,SJC,DEN,7.999993996463537
OO,MKE,ORD,109.00000630425637
WN,BNA,MCO,-2.000003639110197
WN,SEA,SAN,46.999995500814435
EV,MSN,ORD,73.99999721111938
WN,OAK,LAX,55.999994587770686
AS,ANC,SEA,-7.000000954219907
WN,PHX,SAN,36.00000156932807
AA,MCO,DFW,-13.000002287918086
DL,SEA,ATL,-14.000006683043104
WN,ROC,BWI,-7.9999944416695925
UA,RSW,CLE,-12.000007713635704
MQ,DFW,MGM,27.999992521706027
B6,DCA,MCO,17.0000008349702
AS,PHL,SEA,166.00000596415035
DL,JFK,LAX,9.000000353601298
MQ,DFW,SGF,-6.999993520016275
AA,DFW,DSM,6.999997937648931
WN,ATL,DCA,67.99999678925641
WN,SAN,LAS,62.00000060813923
AA,SAN,DFW,10.0000018426807
DL,MSP,ATL,-18.00000542780549
AA,DFW,CLE,191.99999770494446
DL,ATL,SAN,-19.99999743424251
EV,EWR,MKE,13.99999896424687
DL,ATL,LAX,5.000000103548999
AA,DFW,CLE,136.99999681211523
WN,ISP,MCO,346.0000047365273
OO,PHX,FLG,-3.0000038453730653
DL,SAN,ATL,-1.9999966166776488
US,DCA,PHL,21.00000155007088
US,LAX,PHX,-28.000001428450297
EV,MDW,DTW,-11.999999607333834
US,DCA,BOS,303.9999993216929
WN,SLC,DEN,-13.999999869858428
WN,BWI,BOS,59.99999612941558
EV,IAH,AEX,102.99999883628283
WN,BOS,MCI,6.0000019306811865
MQ,SDF,LGA,-28.99999769777451
EV,ORD,MEM,315.9999987848054
VX,SAN,SFO,-24.99999919665168
DL,DTW,RSW,66.99999377892217
WN,BWI,ALB,22.00000221774672
AA,RDU,ORD,-14.000004251038703
AA,LGA,DFW,55.000005523281374
DL,ATL,FLL,-23.000004471422606
UA,EWR,ORD,107.99999638996059
DL,RIC,ATL,-33.99998926455968
EV,ROC,IAD,20.00000776041447
MQ,ORD,PIA,165.99999793056796
WN,LAX,PHX,1.9999997512694279
EV,IAH,TYS,19.99999408683255
OO,ORD,DLH,303.0000024273956
AA,DFW,ORD,85.00000068693032
HA,KOA,HNL,3.000001458613795
WN,FLL,BNA,-17.000005265405434
AA,TPA,MIA,-26.00000384139527
US,BWI,CLT,-8.000001464383466
WN,PHX,SNA,29.000000759501205
WN,IAD,DEN,135.00000320423507
WN,RDU,ATL,47.99999650111812
DL,LGA,FLL,-21.99999816458324
WN,ATL,JAX,-14.00000710865951
AA,DFW,FLL,78.99999710682457
EV,BRO,IAH,30.999988630517954
UA,ORD,DEN,265.0000009717791
UA,HNL,LAX,41.99999993703389
AA,DFW,LGA,-19.99999770380451
OO,ORD,MKE,7.0000044173795395
WN,LAX,DEN,73.00000028190607
WN,MCI,ABQ,32.99999773106279
F9,DEN,TPA,-6.999996449710032
AS,ANC,HNL,-27.000007077837374
DL,ATL,DTW,-24.0000032797331
VX,SFO,DAL,22.000000203500196
WN,DEN,JAX,112.99999343681756
US,PHL,SAN,15.000006221461742
WN,BWI,DTW,42.99999780573989
OO,BNA,CVG,0.9999895151526559
B6,RSW,JFK,10.999998622561073
F9,MCO,CLE,18.99999940035216
OO,OAK,LAX,-9.000007858496652
WN,BOS,MDW,10.999995194814524
WN,DAL,LBB,20.000002187254918
UA,PHX,ORD,-13.000001019317189
HA,HNL,KOA,-10.000003895749153
WN,HOU,ECP,60.00001265202853
AA,DFW,BOS,32.999997964458245
EV,GRB,ORD,33.000007830075575
AA,DEN,DFW,30.999998270891865
WN,GEG,OAK,75.0000019204609
WN,MKE,LGA,56.00000819325601
AA,LAS,MIA,0.9999974387466466
AS,SEA,LAX,56.00000121515161
AA,ORD,FLL,129.999997049942
WN,TUS,LAX,27.000003593901305
WN,OAK,BOI,88.99999888054892
US,ONT,PHX,-0.9999990923945035
OO,DEN,FCA,77.00002280585562
DL,JFK,LAS,15.999999755873407
AS,SEA,KOA,180.99998729786296
WN,DAL,ELP,93.99999832883202
MQ,CMH,JFK,15.999995786010555
WN,DAL,LGA,17.000002580188077
B6,JFK,MSY,-9.000002595442893
AA,DFW,PIT,89.99999542851278
VX,SAN,SFO,-10.999998512093434
EV,BQK,ATL,162.00004220582326
OO,LAX,SLC,-11.999998340887096
DL,ATL,MSY,-4.000001927329357
WN,BDL,MDW,5.000006614254396
AA,LAX,LAS,-8.00000041906889
WN,SAN,SFO,-8.999999629671287
EV,ORD,SBN,82.99999952156597
WN,MDW,PHL,41.00000279604173
DL,FLL,ATL,-33.000000475370776
US,MIA,CLT,-12.000004382945903
AA,DFW,SFO,68.00000171359619
DL,MSY,ATL,-7.000001124824124
DL,ATL,BHM,-6.000003358543616
MQ,ORD,SYR,-21.999993243219023
VX,LAX,SFO,-10.000000222209565
DL,MCO,MSP,19.999997918750285
WN,HOU,RDU,1.1912917443623883e-06
EV,HRL,IAH,-7.999987874378185
EV,DEN,OKC,-4.000001786079011
OO,FCA,DEN,12.99998067465394
WN,LAS,IND,7.000003198129722
EV,MCI,ORD,-2.0000012715942077
DL,ATL,DFW,-6.000001061285872
AA,ORD,LAX,-17.99999862680319
WN,BWI,TPA,74.0000002280077
MQ,RDU,LGA,205.99999402779073
AA,DFW,PHL,7.000001932514163
US,BOS,DCA,17.99999947813422
EV,MLI,ORD,82.99999707749889
UA,MSP,ORD,8.999995719991798
EV,ORD,ERI,117.00002884804684
WN,DSM,MDW,-27.0000027358575
AA,MCO,DFW,38.999998492339316
UA,DEN,BZN,280.9999883084002
EV,BDL,DTW,-24.999994222803267
OO,MAF,DEN,7.000010468188911
DL,SRQ,ATL,6.000004674631178
MQ,RIC,MIA,-12.99999834425838
US,CLT,IND,-6.999996134109487
EV,ATL,BTR,153.0000019442297
WN,OAK,DEN,99.99999422626762
WN,DAL,LAS,28.000004047557738
DL,SMF,ATL,23.99999920871977
WN,BUR,PHX,9.706720049962314e-08
MQ,MIA,PNS,-4.999997151482027
DL,ATL,IAH,18.99999889558189
DL,FLL,JFK,234.000000877016
WN,RSW,IND,17.99999952788536
DL,PHL,MSP,-2.999997630290146
WN,RNO,PHX,33.999995303698455
DL,MCO,ATL,-30.000002712470184
DL,OAK,SLC,-20.000003291367776
WN,MCO,ATL,-5.000003578768691
DL,ANC,MSP,-48.000002528592155
AA,MSP,DFW,317.9999963578675
WN,SFO,DEN,4.99999802147115
OO,IAH,TUS,375.99999669934147
AA,IAH,MIA,52.99999733664802
UA,DCA,IAH,121.00000232047077
DL,ATL,HSV,47.99999493663226
OO,TUS,DEN,103.00000246826093
NK,ORD,LAX,317.0000057396912
EV,DEN,ABQ,44.999993634665685
EV,IAH,RDU,-10.999999230327496
NK,MCO,MSP,4.3720924480794565e-07
B6,JFK,PBI,-9.99999541509441
EV,DAY,ORD,-42.999992617892666
AA,DFW,SNA,-19.999997885906517
EV,MLU,DFW,118.0000001192796
HA,HNL,ITO,29.999998164796086
US,DCA,CLT,-6.999999208000759
WN,SFO,SAN,87.99999984760184
WN,SLC,LAX,37.000001548810594
DL,ATL,LGA,-22.99999949183764
WN,LAS,MCI,3.1752262827922095e-06
DL,EGE,ATL,-1.0000001603941726
UA,SFO,ATL,31.999999471107024
WN,ONT,SMF,-2.9999994195086828
EV,MSP,IAH,65.9999916586315
EV,ORD,SBN,5.9999993200166095
UA,SFO,SEA,1.9999953115325297
US,MCI,CLT,5.289925013585162e-07
HA,KOA,OGG,-0.999991978228806
VX,SEA,LAX,10.999994529204628
WN,FNT,BWI,-11.999975966531501
NK,LGA,ORD,89.0000054249924
EV,ATL,VPS,53.000002579828305
OO,SBA,SFO,0.9999866167086537
WN,LAS,TUS,1.99999745046037
AA,EWR,MIA,2.999992060361663
HA,LIH,HNL,-17.999990861870216
WN,LAS,PHX,-16.000001572958837
WN,BNA,CLE,43.999993881111216
MQ,FWA,ORD,126.99999665177248
WN,ABQ,MDW,19.0000025128205
DL,DTW,IND,-16.999997791359633
WN,STL,MDW,10.999999727110698
MQ,FSM,DFW,7.000000343002508
UA,DEN,IAH,137.99999800366746
AA,DFW,BOS,6.999998779523256
EV,MSP,FSD,86.99999906111375
WN,SJC,SAN,38.99999874680213
WN,SJC,BUR,24.00000039559506
DL,MIA,DTW,35.99999681123726
DL,ATL,JAN,-18.000003874529803
UA,ORD,MSP,16.000000794486926
EV,IAH,BTR,-2.9999973283503323
DL,ATL,IND,-9.999996265950486
OO,BHM,IAH,24.999998892339853
US,CLT,MCO,-2.0000007890233604
UA,PDX,ORD,-4.000004819816432
WN,AUS,TPA,171.0000044574284
WN,MDW,ROC,54.00000997334247
US,PIT,PHL,67.00000397953801
WN,DAL,STL,19.000009737676752
WN,ATL,HOU,16.99999947895977
WN,BWI,ISP,172.9999863308311
AA,JAC,DFW,-2.0000009889357386
EV,IAH,ELP,-29.000006172785582
MQ,PNS,DFW,6.999988276938975
OO,CEC,SFO,281.999995531619
WN,STL,DAL,51.00000335191383
WN,BOS,MDW,-25.000004386935615
WN,PHL,FLL,640.999996816904
WN,DAY,DEN,15.000008111766903
UA,IAH,IAD,89.00000363384055
UA,EWR,ORD,36.999996330451815
WN,PHX,ELP,78.99999517686409
US,CLT,BOS,-9.000003774490189
UA,SNA,DEN,-14.000002053301493
NK,RSW,DTW,7.999996360996015
AA,DFW,LAS,9.165119436715941e-07
EV,RIC,IAH,20.000008289715264
NK,SJU,FLL,-25.00000578535903
MQ,MIA,CHS,-1.0000008206407927
US,ORD,CLT,-32.00000186506677
AS,ANC,SEA,-15.99999989925194
UA,SAN,IAD,96.000005183594
EV,ATL,ILM,-16.999975694689297
WN,SFO,SAN,-17.00000022118229
AA,DFW,FLL,2.9999973428570215
DL,LGA,BOS,-16.99999724428256
MQ,DFW,CRP,96.00000857015442
AA,DFW,MCO,75.99999975642831
OO,SLC,TUS,-17.000003547734615
UA,MIA,IAH,0.9999983985703764
MQ,GSP,DFW,221.99999576356566
AA,ORD,MIA,-9.000003998730278
WN,MCO,LAS,87.99999787482986
AA,DFW,PSP,111.00000448237637
WN,LAS,TUL,70.00000384008807
MQ,PIT,ORD,181.99999944405118
EV,FAY,ATL,-14.000028521447824
DL,BNA,ATL,0.9999968660497984
MQ,AZO,ORD,78.0000117227473
MQ,DFW,JAN,22.99999358596915
WN,OAK,BUR,-6.000003573210172
AA,DCA,MIA,19.99999680518865
AA,ORD,DFW,-2.999998813941076
DL,SLC,PHL,285.0000023817962
WN,MSY,SAN,95.00000099430349
WN,STL,MSY,-1.9999994449270488
US,CLT,DCA,95.99999851483011
DL,RSW,MSP,38.99999670886426
F9,PHL,TPA,195.00000583400657
WN,HOU,EWR,11.000001165994767
WN,SAN,OAK,81.99999960909815
AA,DFW,SEA,-5.000003803741528
EV,MCI,IAD,23.000001414390002
OO,LAX,OAK,22.999998172392345
DL,SLC,MSP,-10.999999359459572
WN,MDW,MHT,17.999987829091662
DL,ATL,IND,-16.99999643626201
UA,SMF,DEN,58.99999852304845
US,DCA,RSW,170.99999963041745
WN,BWI,CMH,128.9999987465891
OO,DFW,SFO,-11.00000216653374
UA,ORD,LAS,110.00000388471705
WN,LAS,HOU,-9.000000278553998
WN,SAT,LAS,-35.000003175328565
AA,DFW,SJU,320.0000039507674
WN,DEN,CAK,51.00000171739801
WN,ATL,SJU,-2.9999963990342096
B6,SJU,BOS,20.999991634540706
AA,LAX,HNL,-8.00000911023944
DL,MSY,ATL,11.999999066005774
DL,MSY,LGA,-15.99999866049258
WN,BNA,RDU,-25.000001813244317
OO,ASE,IAH,44.000010438121755
US,DCA,FLL,-46.00000154369504
WN,BWI,TPA,-7.000000258067523
WN,BWI,BUF,12.000006577578347
OO,CLD,LAX,26.00002084832379
US,RSW,CLT,13.99999412010795
US,EWR,CLT,1.9999945344999972
US,DFW,CLT,-8.000000915044595
DL,ATL,SLC,-8.999998303351603
MQ,JFK,RDU,-9.000002220091865
DL,SFO,ATL,962.0000014103092
UA,EWR,TPA,22.999997055883725
WN,ONT,SMF,-10.999998429235362
OO,IAH,SLC,11.000001490596588
AA,DFW,SNA,6.000004050630928
AA,SNA,ORD,260.9999958811869
EV,MSP,EWR,-23.000004589343497
US,JFK,PHX,8.000000454759078
AS,SFO,PDX,42.00000539533702
DL,ATL,JFK,-1.9999982782379178
WN,SJC,LAS,-7.000005362014768
MQ,ORD,BDL,2.99999293237461
DL,MSP,GEG,-18.000006638397068
DL,DTW,PHX,7.999999089198493
NK,LAS,IAH,-14.999998465306831
WN,LGA,HOU,33.00000471458376
US,PHL,RSW,12.999998734334191
WN,SMF,ONT,129.00000313836378
AS,MSP,SEA,5.999999442029786
AA,JFK,SFO,-24.000001343021253
UA,SFO,SNA,28.000000419900765
MQ,LGA,RDU,1.000005615233043
US,PHL,PBI,17.00000881234496
UA,DEN,EWR,74.00000157315063
MQ,SGF,DFW,61.999991915243086
WN,MKE,BOS,179.00000235518263
DL,ATL,LAX,-27.999999305050316
HA,HNL,ITO,-24.000002286608115
AS,SLC,SJC,-16.99999410658836
EV,EWR,CLT,-16.000008053546743
EV,ATL,LEX,-8.000002300567232
US,LAS,PHX,230.0000008962864
EV,IAH,BTR,-13.999997804199374
US,DFW,PHL,139.00000039722605
OO,SLC,PHX,-16.000000761735002
UA,RSW,ORD,83.99999585372235
UA,DEN,DFW,212.9999977892227
OO,FLG,PHX,39.999968098120085
AS,PDX,ANC,2.0000315988562605
WN,PHL,MCO,-17.000000161529904
US,PHL,IAH,67.00000109443697
MQ,DBQ,ORD,-21.999910308471158
AS,MCO,SEA,55.000001491370924
WN,ORF,BWI,21.99999765357932
WN,EWR,BNA,23.999990678059746
WN,LAX,PHX,208.00000209181948
WN,PHX,LAX,8.999999664530929
AA,DFW,TUL,203.0000052257087
WN,ABQ,LAX,-6.999996833109549
WN,SAN,OAK,3.9999997285660456
OO,SFO,EUG,2.9999930443105782
OO,YUM,PHX,-16.999975442205574
WN,DCA,CAK,-17.999993927262366
WN,SAT,BWI,-28.000000507431913
DL,PDX,SLC,-10.00000177400048
DL,LGA,MSP,-10.999993986902439
UA,TPA,IAH,7.000001931352031
OO,SFO,SLC,23.00000105270383
UA,OMA,ORD,-4.999992402095863
EV,IAD,CLE,-4.999999559565936
DL,MDW,ATL,-24.9999970257305
DL,ORD,DTW,-7.000002734539237
WN,MSY,DEN,-2.8488403131632367e-05
AA,PDX,DFW,9.999995892959998
WN,ISP,MCO,12.000004206649976
MQ,SGF,DFW,7.999992098036472
WN,DAL,AUS,24.000004523219552
MQ,SYR,ORD,293.9999875344544
DL,CLT,MSP,-13.000001664734796
US,LGA,CLT,-10.999994405701251
MQ,RDU,LGA,-6.000005161819743
WN,TPA,AUS,5.000003288508182
B6,RIC,BOS,-22.99999193023249
AA,DFW,MFE,59.00000042804178
UA,MCO,IAH,-9.00000177185779
US,ORD,CLT,20.99999925851518
WN,DAL,MDW,67.00000145839802
VX,LAX,SFO,-23.000000068543905
UA,TPA,ORD,-14.999997556569092
WN,HOU,SAT,-9.999999169712098
WN,STL,PHL,65.00000186002922
DL,SLC,DTW,-20.000002378053033
WN,ATL,RSW,-11.000005086928674
AA,DFW,BOS,53.99999844193597
AA,DFW,ABQ,97.99999754564732
AA,DFW,DCA,106.99999959892563
DL,MSP,TPA,-10.000004176025897
WN,SAN,PHX,16.000001141252262
US,SLC,PHX,11.000001641381218
WN,DCA,ATL,78.0000029895941
DL,SLC,SAN,-18.9999979358891
AS,HNL,SJC,-15.999996631820721
WN,DAY,BWI,78.00000992101124
OO,CVG,MSP,24.000006246374575
OO,ORD,COS,1.2323711189310416e-06
WN,OAK,LAS,66.99999361607925
WN,STL,MDW,-10.99999890986043
WN,DTW,BWI,2.999999330284467
WN,MSY,HOU,-12.000000955510956
MQ,ORD,SDF,-9.999997535735552
OO,ORD,STL,264.00000559722065
DL,ICT,ATL,-14.999999836768147
UA,FLL,IAH,3.0000000400230817
UA,TPA,DEN,19.00000134182064
UA,LAX,OGG,131.00000045079867
AA,DFW,PHL,56.00000004627846
B6,JFK,SRQ,-7.999997441335815
MQ,TXK,DFW,7.000033879219114
VX,DCA,DAL,21.000003043195957
OO,PSC,DEN,7.00000727550832
WN,BNA,MDW,120.99999552066086
UA,LAS,IAD,-25.999997405241757
B6,SMF,LGB,32.00000946430897
WN,BWI,BNA,7.99999600075202
B6,BOS,SJU,13.000004877363398
DL,SLC,SEA,100.99999725113847
EV,IAH,LCH,128.9999798471611
AA,DFW,BOS,-17.00000308370722
MQ,DFW,AMA,74.00000118713282
DL,MSP,MKE,-16.999999329033976
US,PHX,CLT,53.99999982289897
DL,PHX,DTW,276.0000013702455
AA,AUS,ORD,7.000003783889362
B6,JFK,BOS,27.99999624733605
EV,DFW,IAH,-8.00000348891377
UA,BOS,DEN,10.00000152550573
US,EWR,CLT,10.999995629674213
US,OGG,PHX,-13.000000092245202
WN,LAX,STL,66.00000860975705
DL,DAB,ATL,-12.000027378130511
HA,HNL,OGG,-7.999993820259235
US,CLT,MCO,-7.999999740764537
EV,MOT,DEN,-29.999982280806073
B6,BOS,IAD,-11.999998547662756
EV,FAY,ATL,-15.000028959594367
DL,PBI,ATL,-1.0000032452383891
UA,PHX,IAH,101.00000006105586
US,PHX,DEN,14.999999762044418
DL,ATL,LAX,-13.999999091496022
B6,SJU,MCO,-19.000004925724355
B6,SJU,TPA,53.99999802783556
B6,TPA,JFK,10.000003008964356
OO,RNO,SFO,-35.00000723341524
VX,BOS,SFO,5.000000268189332
US,DCA,LGA,351.0001984813038
DL,DTW,MSP,1.9999980429624884
DL,ATL,IAH,20.99999855356988
AS,ANC,BET,-0.9999317332982613
AS,SEA,KTN,17.000033634992437
DL,ATL,BUF,7.000006900702193
OO,MLI,DEN,6.999999292164137
OO,LAX,SBP,-12.999992904387916
DL,MIA,DTW,30.999996597276244
AA,DFW,LGA,-1.999998063592443
DL,BZN,ATL,-14.99999708268492
WN,MCO,ALB,-24.999999717303204
HA,LAS,HNL,-8.999995394928362
WN,STL,DEN,16.00000103584711
UA,ORD,CLT,-29.00000122646137
DL,LGA,MCO,-0.9999951656374648
EV,IAD,CAE,-24.999994587854623
US,PHL,RSW,-14.000000751072477
MQ,MIA,GNV,11.000006650844831
AA,DFW,DAY,-9.000000754252476
US,LGA,CLT,154.00000509737694
MQ,ORD,CMI,7.000002353333045
UA,DEN,LAX,60.999998984189304
AA,ORD,DCA,110.0000007991809
UA,SLC,IAH,28.999998794687635
F9,MCO,TTN,61.99999978606809
WN,MDW,PHL,104.00000251298763
WN,SAN,LAS,-17.99999993800939
MQ,DFW,TXK,7.000001889087116
WN,MDW,STL,168.00001176886084
MQ,DFW,GCK,187.0000358009441
UA,EWR,ORD,26.999996362966844
MQ,SPS,DFW,3.999987487844713
OO,BIL,SLC,40.999983512040785
EV,MHT,LGA,16.999989726336523
DL,JAX,ATL,-23.999998436785496
AA,DEN,MIA,-4.00000539109822
WN,MCO,BWI,-8.999999804491104
US,CLT,CLE,28.99999699092941
US,CLT,PDX,38.00000169838947
HA,LIH,HNL,5.0000090049593595
MQ,DFW,AMA,7.000000871071414
HA,HNL,KOA,-8.000003353946347
AA,BNA,DFW,-2.00000203785725
MQ,AMA,DFW,63.99999645786581
AA,DCA,MIA,-3.000003043543124
B6,DCA,BOS,-16.00000193187779
WN,MCO,MDW,-4.000004014740156
DL,ATL,LIT,-8.999991447120564
DL,DTW,LGA,-15.000002058685155
WN,ATL,BDL,29.999994717359225
AA,PHL,DFW,66.00000393731709
MQ,EVV,ORD,60.000005241388415
OO,MSP,OMA,-23.000005160102283
NK,RSW,DTW,136.99999439822005
WN,OKC,DEN,-8.565040587882322e-08
EV,ORD,GRB,-24.000005285698535
EV,IAH,OMA,1.0000005046188818
DL,GRR,DTW,5.000000188100337
US,CLT,DTW,-8.000001264750004
AA,MSP,ORD,172.99999402166054
DL,TPA,JFK,-15.999997645948909
WN,BNA,MSY,118.99999580319488
WN,MDW,BDL,20.000000742869627
AA,SAN,JFK,-11.999998832240124
WN,BWI,MHT,-1.6348645281993868e-05
MQ,GGG,DFW,6.999987615288639
WN,LAX,DEN,-1.9999997333731088
OO,PDX,SFO,-14.0000076120715
OO,ONT,DEN,6.999999291657087
MQ,CVG,DFW,110.00000458302586
US,PHL,PBI,55.00000810985908
HA,HNL,OGG,36.00000654441656
MQ,PNS,DFW,255.9999864895535
US,CLT,JFK,10.000002488072738
AS,SEA,PSP,64.0000034126468
EV,ORD,MSN,3.9999982904953697
